epsilon,run_number,original_density,baseline2_density,baseline2_similarity,baseline2_time,ratio_baseline2,baseline3_density,baseline3_similarity,baseline3_time,ratio_baseline3,our_density,our_similarity,our_time,ratio_our
1,1,135.47692307692307,107.27334465195246,0.5187436676798379,839.5132169723511,0.7918200547782092,99.62556390977444,0.6011436740528949,6.295917987823486,0.735369254387388,131.8791946308725,0.654945054945055,213.81280207633972,0.9734439758127086
1,2,135.47692307692307,108.29454545454546,0.5098241985522234,839.1894218921661,0.7993578758284641,99.83713850837138,0.6069364161849711,6.275799036026001,0.7369309565119396,131.8791946308725,0.654945054945055,217.50000429153442,0.9734439758127086
1,3,135.47692307692307,110.8185053380783,0.5317377731529657,851.555722951889,0.8179880589342595,101.27223511214231,0.6127379209370425,6.4945900440216064,0.7475238794332558,131.8791946308725,0.654945054945055,214.88772583007812,0.9734439758127086
1,4,135.47692307692307,110.29750479846449,0.49686192468619245,855.974426984787,0.8141423815466945,99.42609351432881,0.6028673835125448,6.257875919342041,0.7338968973917072,131.8791946308725,0.654945054945055,211.2372920513153,0.9734439758127086
1,5,135.47692307692307,108.43448275862069,0.4477933261571582,930.6995091438293,0.8003907993766006,100.20547945205479,0.613933236574746,7.208425998687744,0.7396498029052421,131.8791946308725,0.654945054945055,249.875262260437,0.9734439758127086
2,1,135.47692307692307,127.78835386338186,0.7711198428290766,1069.8476037979126,0.9432481264047037,120.6058201058201,0.7635893011216566,7.328728199005127,0.8902314679625604,135.1864406779661,0.778021978021978,140.52508425712585,0.9978558532895522
2,2,135.47692307692307,127.70790378006873,0.7706057596822244,1060.9799280166626,0.9426542977179727,120.88723776223776,0.7676419965576592,7.116114854812622,0.8923087048087048,135.1864406779661,0.778021978021978,135.1339771747589,0.9978558532895522
2,3,135.47692307692307,127.52517006802721,0.7171189979123174,958.9665582180023,0.9413054797208459,119.25431034482759,0.7468354430379747,6.288503885269165,0.8802555271875759,135.1864406779661,0.778021978021978,114.76808714866638,0.9978558532895522
2,4,135.47692307692307,128.2943396226415,0.7327235772357723,907.465940952301,0.9469829747299225,120.8207136640557,0.7568259385665529,6.0871381759643555,0.8918176684264844,135.1864406779661,0.778021978021978,114.49644017219543,0.9978558532895522
2,5,135.47692307692307,129.2940446650124,0.7672502574665293,916.8282659053802,0.9543621284608002,118.62564102564103,0.7537942664418212,6.217862129211426,0.8756151109092286,135.1864406779661,0.778021978021978,115.47265291213989,0.9978558532895522
