Epsilon,LDP Density,S Similarity,T Similarity,LDP Runtime,Baseline Density,Baseline Runtime
1,0.12898682591693622,0.023255813953488372,0.009749303621169917,686.0668511390686,3.9873493330573324,1.7820332050323486
2,0.13505559869011372,0.016058394160583942,0.01483679525222552,648.363872051239,3.9873493330573324,1.7820332050323486
3,0.2129783693843594,0.0272,0.023026315789473683,617.261283159256,3.9873493330573324,1.7820332050323486
4,0.2485981308411215,0.03783783783783784,0.02394106813996317,633.151111125946,3.9873493330573324,1.7820332050323486
5,0.4362804253135338,0.06487695749440715,0.04337899543378995,622.2387681007385,3.9873493330573324,1.7820332050323486
6,3.944213252578793,0.1951219512195122,0.5238095238095238,608.2997140884399,3.9873493330573324,1.7820332050323486
7,3.988620176087328,0.17073170731707318,0.5238095238095238,351.74872875213623,3.9873493330573324,1.7820332050323486
8,3.988620176087328,0.17073170731707318,0.5238095238095238,74.25088787078857,3.9873493330573324,1.7820332050323486
9,3.988620176087328,0.17073170731707318,0.5238095238095238,12.218969106674194,3.9873493330573324,1.7820332050323486
10,3.988620176087328,0.17073170731707318,0.5238095238095238,3.190462827682495,3.9873493330573324,1.7820332050323486
