Epsilon,LDP Density,S Similarity,T Similarity,LDP Runtime,Baseline Density,Baseline Runtime
1,9.919156993514319,0.3288590604026846,0.3067484662576687,5.788761949539184,21.23461688674705,2.826664924621582
2,20.210687653438132,0.8392857142857142,0.7464788732394366,5.576725721359253,21.23461688674705,2.826664924621582
4,21.04336720815151,0.9107142857142858,0.9014084507042254,5.4124328136444095,21.23461688674705,2.826664924621582
8,21.27327711013338,1.0,0.9130434782608695,2.241980266571045,21.23461688674705,2.826664924621582
