Epsilon,LDP Density,S Similarity,T Similarity,LDP Runtime,Baseline Density,Baseline Runtime
1,0.6636887120424445,0.10837438423645321,0.09170305676855896,0.40490102767944336,5.153896366258941,0.23136305809020996
2,0.9602153250185955,0.12444444444444444,0.14349775784753363,0.6175010204315186,5.153896366258941,0.23136305809020996
3,1.1371018408832463,0.13122171945701358,0.175,1.2987568378448486,5.153896366258941,0.23136305809020996
4,1.5069547351925738,0.1793478260869565,0.21782178217821782,1.6450181007385254,5.153896366258941,0.23136305809020996
6,1.3491269171411173,0.13043478260869565,0.16095890410958905,4.775166273117065,5.153896366258941,0.23136305809020996
7,1.9642058781084273,0.18652849740932642,0.23857868020304568,2.112842082977295,5.153896366258941,0.23136305809020996
8,2.74694929925452,0.25,0.34814814814814815,0.9414639472961426,5.153896366258941,0.23136305809020996
9,3.291223453968919,0.29508196721311475,0.42342342342342343,0.5672221183776855,5.153896366258941,0.23136305809020996
10,3.4230556070961375,0.3076923076923077,0.4392523364485981,0.5943868160247803,5.153896366258941,0.23136305809020996
11,3.4230556070961375,0.3076923076923077,0.4392523364485981,0.5126729011535645,5.153896366258941,0.23136305809020996
12,3.453956365364964,0.3103448275862069,0.44339622641509435,0.6333963871002197,5.153896366258941,0.23136305809020996
13,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5876801013946533,5.153896366258941,0.23136305809020996
14,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5167310237884521,5.153896366258941,0.23136305809020996
15,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5050969123840332,5.153896366258941,0.23136305809020996
16,3.453956365364964,0.3103448275862069,0.44339622641509435,0.506709098815918,5.153896366258941,0.23136305809020996
17,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5064399242401123,5.153896366258941,0.23136305809020996
18,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5080382823944092,5.153896366258941,0.23136305809020996
19,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5040600299835205,5.153896366258941,0.23136305809020996
20,3.453956365364964,0.3103448275862069,0.44339622641509435,0.5057969093322754,5.153896366258941,0.23136305809020996
21,4.282564450404117,0.5538461538461539,0.6438356164383562,0.1945178508758545,5.153896366258941,0.23136305809020996
22,4.282564450404117,0.5538461538461539,0.6438356164383562,0.16692090034484863,5.153896366258941,0.23136305809020996
23,4.282564450404117,0.5538461538461539,0.6438356164383562,0.16860198974609375,5.153896366258941,0.23136305809020996
24,4.282564450404117,0.5538461538461539,0.6438356164383562,0.2752501964569092,5.153896366258941,0.23136305809020996
25,4.282564450404117,0.5538461538461539,0.6438356164383562,0.17219901084899902,5.153896366258941,0.23136305809020996
26,4.282564450404117,0.5538461538461539,0.6438356164383562,0.1827068328857422,5.153896366258941,0.23136305809020996
27,4.282564450404117,0.5538461538461539,0.6438356164383562,0.20644283294677734,5.153896366258941,0.23136305809020996
28,4.282564450404117,0.5538461538461539,0.6438356164383562,0.1799778938293457,5.153896366258941,0.23136305809020996
29,4.282564450404117,0.5538461538461539,0.6438356164383562,0.18136096000671387,5.153896366258941,0.23136305809020996
30,4.282564450404117,0.5538461538461539,0.6438356164383562,0.17429900169372559,5.153896366258941,0.23136305809020996
31,4.282564450404117,0.5538461538461539,0.6438356164383562,0.1815962791442871,5.153896366258941,0.23136305809020996
32,4.282564450404117,0.5538461538461539,0.6438356164383562,0.184434175491333,5.153896366258941,0.23136305809020996
33,4.282564450404117,0.5538461538461539,0.6438356164383562,0.21756792068481445,5.153896366258941,0.23136305809020996
34,4.282564450404117,0.5538461538461539,0.6438356164383562,0.21500682830810547,5.153896366258941,0.23136305809020996
35,4.282564450404117,0.5538461538461539,0.6438356164383562,0.22545099258422852,5.153896366258941,0.23136305809020996
36,4.282564450404117,0.5538461538461539,0.6438356164383562,0.2464132308959961,5.153896366258941,0.23136305809020996
37,4.921545663875499,0.8571428571428571,0.9038461538461539,0.16155219078063965,5.153896366258941,0.23136305809020996
38,4.921545663875499,0.8571428571428571,0.9038461538461539,0.16514182090759277,5.153896366258941,0.23136305809020996
39,4.921545663875499,0.8571428571428571,0.9038461538461539,0.13879013061523438,5.153896366258941,0.23136305809020996
40,4.921545663875499,0.8571428571428571,0.9038461538461539,0.1382899284362793,5.153896366258941,0.23136305809020996
41,4.921545663875499,0.8571428571428571,0.9038461538461539,0.1348402500152588,5.153896366258941,0.23136305809020996
42,4.921545663875499,0.8571428571428571,0.9038461538461539,0.13373279571533203,5.153896366258941,0.23136305809020996
43,4.921545663875499,0.8571428571428571,0.9038461538461539,0.16805505752563477,5.153896366258941,0.23136305809020996
44,4.921545663875499,0.8571428571428571,0.9038461538461539,0.17458677291870117,5.153896366258941,0.23136305809020996
45,4.921545663875499,0.8571428571428571,0.9038461538461539,0.15189099311828613,5.153896366258941,0.23136305809020996
46,4.921545663875499,0.8571428571428571,0.9038461538461539,0.15826892852783203,5.153896366258941,0.23136305809020996
47,4.921545663875499,0.8571428571428571,0.9038461538461539,0.32845306396484375,5.153896366258941,0.23136305809020996
48,4.921545663875499,0.8571428571428571,0.9038461538461539,0.19153904914855957,5.153896366258941,0.23136305809020996
49,4.921545663875499,0.8571428571428571,0.9038461538461539,0.18537592887878418,5.153896366258941,0.23136305809020996
50,4.921545663875499,0.8571428571428571,0.9038461538461539,0.18546366691589355,5.153896366258941,0.23136305809020996
51,4.921545663875499,0.8571428571428571,0.9038461538461539,0.1435399055480957,5.153896366258941,0.23136305809020996
52,4.921545663875499,0.8571428571428571,0.9038461538461539,0.14351963996887207,5.153896366258941,0.23136305809020996
