epsilon,run_number,original_density,baseline2_density,baseline2_similarity,baseline2_time,ratio_baseline2,baseline3_density,baseline3_similarity,baseline3_time,ratio_baseline3,our_density,our_similarity,our_time,ratio_our
1,1,34.13825983313468,16.352393053790767,0.14801816680429397,509.7914800643921,0.4790048799710374,0.0,0.0011918951132300357,3.573551893234253,0.0,17.494913754975673,0.2340764331210191,419.17240810394287,0.5124723357455692
2,1,34.13825983313468,17.586943258084197,0.15628766572920852,554.7940149307251,0.5151681235085763,24.633022170361727,0.3829902491874323,3.270684003829956,0.7215664269580857,25.73236889692586,0.4241733181299886,227.43273901939392,0.7537692027274909
