epsilon,original_density,baseline2_density,baseline2_similarity,baseline2_time,ratio_baseline2,baseline3_density,baseline3_similarity,baseline3_time,ratio_baseline3,our_density,our_similarity,our_time,ratio_our
1,135.47692307692307,109.02367660033228,0.5009921780456755,863.3864595890045,0.8047398340928457,100.07330209933434,0.6075237262524398,6.506521797180175,0.7386741581259065,131.8791946308725,0.654945054945055,221.46261730194092,0.9734439758127087
2,135.47692307692307,128.12196239982634,0.751763687025184,982.8176593780518,0.945710601406849,120.03874458051644,0.7577373891451329,6.607669448852539,0.8860456958589108,135.1864406779661,0.778021978021978,124.0792483329773,0.9978558532895521
