epsilon,original_density,baseline2_density,baseline2_similarity,baseline2_time,ratio_baseline2,baseline3_density,baseline3_similarity,baseline3_time,ratio_baseline3,our_density,our_similarity,our_time,ratio_our
1,0.0,1.4821008751584783,0.032348061858599814,38.34507642256333,0.01093987700264604,0.7297316120267674,0.005722787250901637,0.40380180919092795,0.00538639050439928,0.0,0.0,16.041250284356668,0.0
2,0.0,0.7145612336930226,0.025160974733068945,77.91807879370812,0.005274412921876798,1.032616785811598,0.008178898298536347,0.570791481517419,0.00762208620006291,0.0,0.0,12.701121688593872,0.0
