Epsilon,LDP Density,S Similarity,T Similarity,LDP Runtime,Baseline Density,Baseline Runtime
1,0.1106083598818599,0.01693227091633466,0.01,18.507179975509644,3.378947165999682,1.5986950397491455
2,0.15197599590246028,0.01905717151454363,0.011122345803842264,26.65972590446472,3.378947165999682,1.5986950397491455
3,0.13854813445166356,0.015828677839851025,0.011009174311926606,46.670011043548584,3.378947165999682,1.5986950397491455
4,0.15617903428865781,0.01924839596700275,0.011882998171846435,93.06696105003357,3.378947165999682,1.5986950397491455
5,0.20484870276058814,0.02193419740777667,0.01524390243902439,135.23850417137146,3.378947165999682,1.5986950397491455
6,0.2345917463644925,0.023096663815226688,0.013043478260869565,374.069442987442,3.378947165999682,1.5986950397491455
7,1.463768115942029,0.3150684931506849,0.21739130434782608,477.08338832855225,3.378947165999682,1.5986950397491455
8,2.3846153846153846,0.5142857142857142,0.5185185185185185,416.61467480659485,3.378947165999682,1.5986950397491455
9,2.4166666666666665,0.5365853658536586,0.4166666666666667,82.8047559261322,3.378947165999682,1.5986950397491455
10,2.4375,0.475,0.42424242424242425,18.20215892791748,3.378947165999682,1.5986950397491455
